Attendance (%),Assignment Completion (%),Test Score (25%),Practical Score (25%),Exam Score (50%),Performance,Age,Gender,Marital Status,Children (if Married),Mother Education,Father Education,Relationship with Student,Extracurricular Activities,Online Time (Daily),Family Relationship,Free Time Activities,Alcoholic Consumption,Religious Programs (Weekly),Computer/Laptop Access (for Practicals)
91,81,20,8,48,A,21,Male,Single,0,Doctorate,Bachelor's Degree,Sister,Yes,9,Good,Sports,Low,4,Yes
95,75,14,23,47,A,21,Female,Married,2,Bachelor's Degree,Doctorate,Brother,No,0,Poor,Watching TV,Moderate,5,Yes
81,97,19,13,37,B,24,Female,Single,0,Master's Degree,Doctorate,Father,No,1,Good,Socializing,High,6,Yes
77,86,22,16,30,B,19,Female,Married,3,Master's Degree,College,Aunty,No,7,Good,Sports,High,1,Yes
68,75,15,18,10,D,25,Female,Single,0,College,Doctorate,Mother,Yes,0,Poor,Reading,High,5,No
70,73,13,20,15,D,21,Male,Single,0,Doctorate,Bachelor's Degree,Mother,Yes,7,Poor,Socializing,Low,7,Yes
60,73,13,8,16,E,24,Female,Married,3,Master's Degree,Bachelor's Degree,Brother,Yes,6,Average,Watching TV,High,1,Yes
73,64,19,14,9,D,22,Male,Single,0,College,High School,Mother,Yes,7,Good,Watching TV,Moderate,1,No
72,60,13,16,17,D,18,Female,Married,2,High School,Master's Degree,Father,No,7,Poor,Reading,High,4,Yes
90,93,20,13,34,B,18,Male,Married,4,College,Doctorate,Mother,No,0,Average,Socializing,High,4,Yes
83,77,25,15,42,A,25,Female,Single,0,Master's Degree,Doctorate,Aunty,Yes,2,Average,Sports,High,6,No
60,70,8,15,10,E,24,Male,Engaged,0,Bachelor's Degree,Doctorate,Brother,Yes,4,Good,Reading,High,4,No
98,96,20,18,49,A,24,Female,Single,0,Master's Degree,Doctorate,Mother,Yes,3,Poor,Sports,Low,5,No
70,62,11,24,13,D,19,Male,Engaged,0,College,Master's Degree,Aunty,Yes,7,Poor,Reading,High,4,No
78,78,13,11,34,C,21,Female,Engaged,0,Doctorate,Master's Degree,Father,Yes,6,Poor,Watching TV,High,0,Yes
97,80,8,17,50,A,18,Male,Single,0,College,Doctorate,Sister,Yes,3,Good,Sports,Low,7,Yes
90,76,16,17,29,B,22,Female,Engaged,0,Doctorate,Doctorate,Sister,Yes,9,Poor,Socializing,Moderate,7,Yes
89,86,20,21,20,B,25,Female,Married,2,Bachelor's Degree,High School,Aunty,Yes,5,Average,Sports,Moderate,1,Yes
75,83,25,22,17,B,25,Male,Married,1,College,Master's Degree,Brother,Yes,9,Poor,Socializing,Moderate,5,No
74,61,11,15,8,E,21,Female,Married,0,Doctorate,Bachelor's Degree,Mother,No,6,Average,Socializing,Low,1,Yes
86,96,21,24,47,A,23,Female,Engaged,0,Doctorate,Bachelor's Degree,Brother,Yes,7,Good,Socializing,Moderate,2,Yes
77,83,21,8,49,A,25,Male,Single,0,Doctorate,Master's Degree,Father,No,2,Poor,Sports,Low,5,Yes
95,98,20,13,42,A,23,Female,Engaged,0,Master's Degree,Bachelor's Degree,Mother,No,4,Poor,Watching TV,Low,7,Yes
91,82,13,21,21,C,20,Female,Single,0,College,Bachelor's Degree,Brother,No,0,Good,Watching TV,Low,2,Yes
77,82,15,9,39,B,18,Female,Single,0,Master's Degree,High School,Aunty,Yes,5,Average,Reading,Moderate,2,Yes
80,79,8,19,24,C,21,Female,Single,0,Doctorate,College,Uncle,No,6,Good,Reading,Low,7,No
97,79,16,17,20,C,21,Male,Engaged,0,College,College,Aunty,Yes,3,Good,Sports,Low,5,No
83,98,23,15,40,A,20,Female,Engaged,0,Bachelor's Degree,Master's Degree,Aunty,Yes,5,Poor,Socializing,Moderate,4,No
87,84,14,18,23,C,20,Male,Single,0,High School,High School,Mother,Yes,0,Poor,Sports,Moderate,1,No
68,66,14,9,13,E,22,Male,Married,5,Bachelor's Degree,High School,Uncle,No,5,Average,Sports,High,6,No
92,93,17,14,47,A,24,Male,Engaged,0,High School,Doctorate,Father,No,2,Good,Sports,Moderate,5,No
71,60,11,16,15,D,23,Female,Single,0,Doctorate,Doctorate,Aunty,Yes,8,Average,Reading,Low,3,No
88,86,16,14,39,B,25,Female,Married,2,Doctorate,Bachelor's Degree,Brother,Yes,1,Poor,Socializing,High,0,Yes
83,97,19,23,17,C,23,Male,Engaged,0,College,College,Aunty,Yes,0,Average,Reading,Moderate,1,No
90,77,11,23,42,A,19,Male,Engaged,0,High School,Bachelor's Degree,Brother,Yes,1,Average,Sports,High,1,Yes
83,95,12,21,20,C,24,Male,Single,0,High School,Master's Degree,Uncle,No,2,Good,Watching TV,High,3,No
78,81,17,25,17,C,24,Female,Single,0,Bachelor's Degree,Doctorate,Mother,Yes,6,Poor,Reading,Moderate,7,Yes
79,87,14,22,34,A,24,Female,Single,0,Doctorate,Doctorate,Brother,Yes,2,Good,Socializing,Moderate,6,No
76,83,24,14,25,B,18,Female,Engaged,0,Bachelor's Degree,College,Sister,No,9,Good,Socializing,Moderate,0,Yes
90,90,13,14,49,A,18,Female,Married,2,High School,Doctorate,Aunty,No,7,Average,Watching TV,Low,6,No
65,64,10,8,12,E,20,Male,Married,3,Doctorate,High School,Sister,Yes,0,Good,Socializing,High,6,Yes
87,94,9,17,37,B,18,Female,Married,4,Bachelor's Degree,Master's Degree,Mother,Yes,1,Poor,Watching TV,Moderate,1,No
96,92,24,20,21,B,25,Female,Single,0,Bachelor's Degree,Master's Degree,Aunty,No,8,Poor,Watching TV,Low,3,Yes
74,68,10,19,11,D,23,Female,Engaged,0,Doctorate,Master's Degree,Uncle,Yes,3,Average,Watching TV,High,4,Yes
94,81,13,21,37,A,25,Male,Engaged,0,High School,Master's Degree,Aunty,No,9,Average,Reading,High,6,Yes
84,80,13,8,37,C,19,Female,Single,0,High School,High School,Brother,Yes,7,Good,Sports,Moderate,5,No
90,94,25,15,40,A,20,Male,Engaged,0,College,High School,Sister,Yes,3,Poor,Reading,Low,5,No
78,81,17,16,48,A,20,Male,Single,0,Master's Degree,Master's Degree,Mother,No,9,Average,Sports,Moderate,2,No
83,81,16,17,30,B,20,Female,Engaged,0,College,Bachelor's Degree,Brother,Yes,6,Poor,Watching TV,Low,7,No
75,98,16,23,43,A,21,Female,Married,4,Doctorate,Doctorate,Aunty,Yes,1,Average,Watching TV,High,3,No
79,95,12,25,36,A,24,Male,Married,5,Bachelor's Degree,Bachelor's Degree,Sister,Yes,7,Poor,Socializing,High,3,No
88,89,8,8,40,C,20,Male,Married,3,Bachelor's Degree,Bachelor's Degree,Sister,Yes,5,Good,Socializing,Moderate,7,No
88,76,17,14,35,B,18,Female,Single,0,Doctorate,Master's Degree,Mother,Yes,5,Average,Watching TV,Low,5,No
88,88,16,16,31,B,20,Male,Married,0,Bachelor's Degree,High School,Sister,No,3,Good,Reading,Low,5,No
92,87,25,16,17,C,23,Male,Engaged,0,College,Doctorate,Mother,No,1,Good,Reading,Low,6,No
84,99,15,19,33,B,18,Male,Married,4,High School,High School,Aunty,Yes,6,Good,Reading,Moderate,6,Yes
91,75,19,12,50,A,21,Male,Engaged,0,Master's Degree,College,Aunty,No,8,Good,Socializing,Moderate,3,No
98,92,21,8,26,C,23,Male,Engaged,0,Master's Degree,Doctorate,Brother,Yes,7,Poor,Reading,Low,5,Yes
74,69,16,14,19,D,22,Female,Single,0,College,Doctorate,Uncle,Yes,3,Good,Watching TV,Moderate,5,Yes
99,98,23,9,42,A,19,Male,Single,0,Bachelor's Degree,Doctorate,Aunty,Yes,7,Good,Socializing,Moderate,6,Yes
78,81,25,25,18,B,18,Female,Engaged,0,High School,College,Mother,No,5,Poor,Socializing,High,1,Yes
92,83,18,23,11,C,24,Female,Single,0,Doctorate,Doctorate,Father,Yes,0,Good,Socializing,High,4,Yes
69,63,10,21,17,D,21,Male,Engaged,0,High School,Bachelor's Degree,Aunty,Yes,4,Average,Watching TV,Low,7,Yes
76,88,16,13,46,A,21,Female,Married,3,Doctorate,College,Brother,No,9,Poor,Reading,Low,7,Yes
89,89,25,22,11,C,21,Female,Married,4,College,High School,Sister,No,7,Good,Socializing,Moderate,4,Yes
83,90,17,12,36,B,22,Female,Engaged,0,College,Master's Degree,Father,Yes,6,Average,Sports,Moderate,2,No
91,82,25,23,36,A,22,Male,Engaged,0,High School,Bachelor's Degree,Aunty,Yes,3,Poor,Reading,Moderate,2,Yes
75,94,21,8,50,A,18,Male,Married,5,Master's Degree,Master's Degree,Mother,No,8,Poor,Reading,Moderate,5,No
81,93,9,19,25,C,21,Female,Married,2,Doctorate,Bachelor's Degree,Mother,No,2,Good,Watching TV,Low,2,Yes
90,88,14,15,34,B,24,Female,Married,3,Bachelor's Degree,Master's Degree,Father,Yes,5,Poor,Sports,Moderate,3,No
99,86,20,9,38,B,23,Male,Single,0,High School,Bachelor's Degree,Mother,Yes,7,Average,Socializing,Moderate,3,No
81,96,10,8,42,B,21,Male,Engaged,0,Master's Degree,Master's Degree,Uncle,No,3,Poor,Sports,Moderate,4,No
87,80,20,11,24,C,25,Female,Married,5,Master's Degree,High School,Mother,No,2,Average,Reading,High,0,Yes
95,95,18,22,16,C,21,Female,Married,0,College,Doctorate,Aunty,No,7,Poor,Reading,High,3,Yes
90,75,24,20,44,A,20,Female,Engaged,0,Master's Degree,Doctorate,Aunty,Yes,7,Good,Socializing,High,0,No
65,62,13,14,17,D,21,Male,Single,0,Bachelor's Degree,Bachelor's Degree,Brother,No,4,Good,Reading,Low,0,No
76,99,11,17,25,C,18,Male,Married,4,Bachelor's Degree,High School,Mother,No,0,Good,Socializing,Moderate,7,Yes
76,89,21,14,48,A,18,Female,Single,0,High School,Master's Degree,Mother,No,2,Poor,Watching TV,Low,0,Yes
80,81,11,25,33,B,18,Male,Single,0,Bachelor's Degree,Master's Degree,Mother,No,0,Poor,Sports,High,4,No
88,93,24,14,34,A,23,Female,Single,0,Doctorate,High School,Uncle,Yes,2,Poor,Sports,Moderate,3,No
81,95,20,25,32,A,18,Female,Engaged,0,Master's Degree,High School,Aunty,No,5,Poor,Reading,Moderate,7,Yes
77,98,25,9,38,A,19,Female,Married,2,College,Doctorate,Sister,No,5,Good,Sports,Low,3,Yes
78,84,18,11,38,B,22,Male,Married,3,College,Doctorate,Mother,No,6,Poor,Sports,Moderate,7,Yes
73,73,9,19,8,E,18,Male,Single,0,Bachelor's Degree,Master's Degree,Brother,Yes,6,Average,Socializing,Low,1,Yes
75,66,10,19,18,D,22,Female,Married,1,High School,Master's Degree,Uncle,Yes,5,Average,Socializing,Moderate,5,Yes
83,97,24,19,48,A,20,Male,Single,0,College,Doctorate,Mother,Yes,7,Good,Sports,High,1,No
95,79,15,25,34,A,22,Female,Engaged,0,Master's Degree,Doctorate,Mother,No,2,Average,Sports,Low,2,Yes
85,80,13,12,43,B,25,Female,Married,3,College,Doctorate,Mother,No,0,Good,Reading,Low,2,No
94,80,17,22,17,C,23,Female,Married,3,Bachelor's Degree,Bachelor's Degree,Mother,No,4,Poor,Watching TV,Low,3,Yes
89,88,20,11,30,B,21,Male,Engaged,0,High School,College,Sister,No,9,Poor,Watching TV,Low,3,Yes
85,96,20,21,14,C,25,Male,Married,5,Bachelor's Degree,High School,Father,Yes,2,Average,Reading,Moderate,5,Yes
89,87,13,10,33,C,20,Male,Single,0,Master's Degree,Master's Degree,Brother,Yes,0,Poor,Watching TV,Low,1,Yes
90,79,20,24,24,B,24,Male,Single,0,College,Bachelor's Degree,Aunty,Yes,3,Average,Watching TV,High,5,Yes
71,71,21,9,9,E,21,Female,Single,0,High School,Doctorate,Brother,No,2,Poor,Reading,Low,1,No
82,81,13,20,37,A,25,Female,Engaged,0,Bachelor's Degree,Doctorate,Sister,No,3,Good,Socializing,High,6,No
71,74,9,15,24,D,20,Male,Married,4,College,Master's Degree,Brother,Yes,5,Good,Socializing,High,7,Yes
89,86,11,21,45,A,21,Female,Single,0,Doctorate,Bachelor's Degree,Sister,No,6,Average,Sports,Moderate,5,Yes
91,98,17,17,23,C,19,Male,Engaged,0,Doctorate,College,Sister,No,9,Good,Socializing,High,5,No
99,86,20,24,18,B,20,Male,Married,5,Doctorate,High School,Aunty,Yes,8,Average,Socializing,Moderate,0,No
94,85,22,15,50,A,24,Male,Engaged,0,Bachelor's Degree,Doctorate,Brother,Yes,9,Average,Reading,Moderate,6,Yes
85,79,11,16,35,B,21,Male,Engaged,0,College,High School,Uncle,Yes,5,Poor,Reading,Low,2,No
77,92,21,23,23,B,19,Male,Engaged,0,Doctorate,Master's Degree,Mother,No,0,Poor,Watching TV,Low,0,No
75,95,9,17,50,A,18,Female,Single,0,High School,Doctorate,Aunty,Yes,1,Poor,Sports,Low,7,No
76,97,18,8,30,C,25,Male,Single,0,Master's Degree,High School,Sister,Yes,3,Poor,Socializing,High,7,No
78,80,25,23,15,B,18,Female,Married,3,Master's Degree,Master's Degree,Uncle,Yes,1,Poor,Sports,Low,2,Yes
91,98,17,22,48,A,21,Female,Married,3,Master's Degree,College,Mother,No,9,Poor,Watching TV,Moderate,6,Yes
88,86,13,18,49,A,21,Female,Engaged,0,High School,College,Sister,No,2,Average,Socializing,Moderate,7,Yes
90,80,24,23,23,A,25,Male,Married,4,College,Master's Degree,Sister,No,3,Average,Watching TV,Low,0,No
69,60,13,16,20,D,21,Female,Married,5,Doctorate,College,Father,No,5,Average,Watching TV,Low,5,Yes
80,99,21,20,32,A,22,Male,Single,0,College,Master's Degree,Father,Yes,6,Poor,Reading,High,5,Yes
89,79,13,13,30,C,25,Male,Single,0,College,College,Sister,Yes,8,Good,Socializing,Moderate,5,Yes
82,96,9,16,34,C,19,Male,Engaged,0,Bachelor's Degree,Master's Degree,Brother,No,4,Good,Watching TV,Low,0,No
78,80,17,23,40,A,19,Male,Engaged,0,Doctorate,High School,Brother,Yes,7,Poor,Reading,Low,7,No
64,72,15,14,14,D,22,Male,Married,4,High School,Doctorate,Sister,Yes,5,Good,Reading,Moderate,0,Yes
77,77,23,19,33,A,19,Male,Engaged,0,College,Bachelor's Degree,Aunty,No,3,Average,Socializing,High,6,No
63,60,10,10,12,E,22,Male,Engaged,0,Master's Degree,High School,Brother,Yes,4,Poor,Watching TV,High,7,No
88,86,16,14,50,A,19,Female,Engaged,0,Master's Degree,Doctorate,Uncle,No,8,Average,Watching TV,Low,1,No
99,98,21,13,20,C,22,Male,Married,2,College,College,Aunty,No,8,Average,Socializing,Moderate,3,Yes
65,67,15,10,20,D,23,Male,Married,0,High School,Master's Degree,Aunty,No,7,Poor,Watching TV,Low,4,Yes
90,97,22,25,48,A,25,Female,Married,4,Doctorate,College,Aunty,No,7,Average,Socializing,Moderate,1,Yes
66,74,12,20,10,D,19,Female,Single,0,Doctorate,Bachelor's Degree,Uncle,Yes,4,Poor,Reading,High,6,Yes
78,95,25,9,26,B,19,Male,Single,0,College,Bachelor's Degree,Aunty,No,0,Poor,Socializing,Low,6,No
93,90,23,24,14,B,24,Female,Married,5,High School,Bachelor's Degree,Father,No,6,Poor,Watching TV,Low,1,Yes
98,92,8,23,35,B,25,Female,Married,5,Bachelor's Degree,High School,Aunty,No,3,Good,Sports,High,0,No
72,64,9,14,21,D,20,Male,Married,5,College,High School,Father,No,6,Poor,Sports,Low,5,Yes
98,79,12,23,33,B,25,Male,Married,2,High School,College,Aunty,No,0,Good,Socializing,Moderate,0,No
79,84,12,9,47,B,20,Female,Engaged,0,Master's Degree,Doctorate,Sister,Yes,8,Good,Watching TV,High,7,No
25,29,8,8,13,F,19,Female,Single,0,Doctorate,Bachelor's Degree,Sister,No,0,Good,Socializing,Low,3,Yes
76,85,10,24,16,C,25,Male,Married,3,College,College,Brother,No,4,Average,Sports,Moderate,7,No
88,98,18,21,34,A,18,Male,Single,0,Doctorate,High School,Brother,No,3,Poor,Socializing,High,0,No
86,93,25,20,25,A,25,Female,Married,5,High School,Master's Degree,Father,Yes,1,Good,Socializing,High,6,No
76,77,24,25,38,A,22,Female,Engaged,0,Master's Degree,High School,Uncle,No,7,Good,Socializing,Low,2,Yes
79,88,21,18,17,C,21,Female,Engaged,0,Bachelor's Degree,Bachelor's Degree,Aunty,Yes,0,Good,Watching TV,High,7,No
81,89,18,20,37,A,23,Female,Engaged,0,Doctorate,Bachelor's Degree,Uncle,No,2,Good,Reading,Moderate,5,No
89,87,24,24,29,A,18,Male,Engaged,0,Master's Degree,High School,Sister,Yes,5,Poor,Socializing,Moderate,7,Yes
78,94,10,15,40,B,24,Female,Single,0,Bachelor's Degree,Bachelor's Degree,Uncle,Yes,3,Good,Sports,High,0,No
64,66,9,21,17,D,22,Female,Married,0,College,High School,Brother,No,1,Average,Sports,Moderate,3,No
67,73,10,9,28,D,21,Female,Married,3,College,Bachelor's Degree,Uncle,Yes,2,Good,Watching TV,High,4,Yes
66,65,13,12,14,E,18,Male,Married,1,Master's Degree,Doctorate,Mother,Yes,2,Average,Reading,High,3,No
86,76,25,19,19,B,25,Female,Single,0,High School,Master's Degree,Father,No,6,Good,Socializing,Moderate,0,Yes
90,90,14,22,31,B,18,Female,Married,4,College,High School,Aunty,No,5,Poor,Reading,High,4,No
92,90,20,19,47,A,24,Male,Single,0,College,College,Father,No,8,Average,Sports,Moderate,6,Yes
83,93,25,17,11,C,23,Female,Single,0,Master's Degree,College,Sister,Yes,8,Good,Watching TV,High,3,No
84,80,18,18,28,B,23,Male,Single,0,Bachelor's Degree,Master's Degree,Sister,No,7,Good,Reading,High,1,Yes
70,63,10,14,20,D,18,Male,Married,3,College,Doctorate,Sister,No,9,Good,Socializing,Low,6,No
99,77,18,19,39,A,22,Female,Married,1,Bachelor's Degree,Master's Degree,Aunty,No,8,Good,Reading,Low,7,Yes
26,34,10,9,10,F,24,Female,Married,2,College,Bachelor's Degree,Brother,Yes,8,Good,Sports,Low,6,No
63,66,20,15,13,D,23,Female,Married,5,Master's Degree,Doctorate,Uncle,Yes,2,Good,Watching TV,Low,7,No
89,91,22,17,27,B,22,Male,Single,0,Doctorate,High School,Aunty,Yes,1,Average,Socializing,Low,6,Yes
69,74,13,10,23,D,21,Female,Single,0,Master's Degree,Bachelor's Degree,Uncle,No,3,Good,Socializing,Low,5,No
95,77,12,13,35,B,24,Female,Engaged,0,College,Doctorate,Mother,Yes,3,Poor,Socializing,Moderate,1,No
70,67,24,13,8,D,18,Male,Engaged,0,Master's Degree,Bachelor's Degree,Aunty,No,3,Average,Reading,Moderate,7,No
82,85,23,20,37,A,24,Female,Engaged,0,College,Doctorate,Mother,Yes,2,Average,Sports,High,4,Yes
64,70,10,13,11,E,18,Female,Single,0,Master's Degree,High School,Uncle,Yes,6,Average,Reading,Low,0,No
97,99,22,16,17,C,21,Female,Married,4,Doctorate,Doctorate,Mother,No,5,Average,Reading,Low,7,No
96,84,25,21,29,A,20,Male,Engaged,0,Bachelor's Degree,Master's Degree,Father,No,9,Poor,Socializing,Moderate,1,Yes
71,68,9,20,14,D,25,Female,Single,0,Bachelor's Degree,Bachelor's Degree,Aunty,Yes,6,Good,Socializing,High,4,No
96,76,12,18,23,C,23,Male,Married,1,High School,High School,Aunty,Yes,4,Poor,Sports,Moderate,3,No
97,99,16,13,38,B,20,Male,Engaged,0,College,Bachelor's Degree,Sister,No,1,Good,Sports,Moderate,7,No
84,75,9,9,38,C,21,Male,Single,0,High School,College,Father,No,2,Good,Watching TV,Moderate,3,Yes
67,69,10,20,19,D,24,Female,Married,5,High School,Bachelor's Degree,Uncle,No,6,Average,Watching TV,Moderate,4,Yes
61,65,19,16,13,D,19,Female,Engaged,0,Bachelor's Degree,Bachelor's Degree,Brother,No,0,Poor,Socializing,Moderate,1,Yes
99,91,11,22,30,B,24,Female,Engaged,0,Master's Degree,College,Brother,Yes,5,Good,Sports,Moderate,0,Yes
87,79,13,22,16,C,21,Male,Married,2,Doctorate,Master's Degree,Mother,No,8,Good,Watching TV,Low,4,No
84,90,25,13,38,A,23,Male,Single,0,College,Doctorate,Brother,Yes,2,Poor,Socializing,Low,4,Yes
79,95,18,13,37,B,23,Female,Married,0,High School,Master's Degree,Mother,No,1,Poor,Sports,High,0,Yes
88,84,21,15,31,B,18,Female,Single,0,Bachelor's Degree,Bachelor's Degree,Mother,No,7,Good,Socializing,Moderate,3,No
85,97,21,15,47,A,24,Male,Single,0,Doctorate,Doctorate,Mother,No,9,Average,Reading,Moderate,3,Yes
70,65,11,8,30,D,21,Female,Single,0,College,Master's Degree,Brother,No,9,Good,Sports,High,0,No
79,89,14,21,42,A,19,Female,Married,0,Master's Degree,High School,Uncle,No,5,Good,Sports,High,7,No
76,89,22,21,29,A,23,Male,Engaged,0,Master's Degree,Bachelor's Degree,Uncle,No,5,Good,Watching TV,High,7,Yes
61,63,17,8,22,D,24,Male,Married,0,Master's Degree,High School,Mother,Yes,4,Average,Socializing,Moderate,3,No
73,65,8,19,9,E,20,Male,Engaged,0,High School,College,Brother,Yes,7,Poor,Socializing,Moderate,5,No
91,90,8,23,37,B,22,Male,Single,0,Bachelor's Degree,Doctorate,Father,No,5,Poor,Socializing,Low,3,Yes
77,77,25,12,28,B,18,Female,Married,4,Master's Degree,Doctorate,Mother,No,1,Good,Socializing,Moderate,1,Yes
95,80,23,19,30,A,21,Male,Married,4,Bachelor's Degree,Master's Degree,Mother,No,1,Average,Watching TV,Moderate,6,No
98,87,24,22,10,C,21,Male,Married,5,Doctorate,Doctorate,Father,Yes,2,Poor,Reading,Moderate,0,No
83,94,23,14,36,A,21,Male,Engaged,0,College,Doctorate,Aunty,Yes,1,Poor,Sports,High,1,Yes
68,64,13,17,19,D,20,Female,Engaged,0,High School,Master's Degree,Uncle,Yes,4,Good,Socializing,Low,3,Yes
97,88,10,10,45,B,20,Male,Married,5,College,Doctorate,Uncle,No,7,Good,Watching TV,High,4,No
81,92,9,21,49,A,24,Male,Single,0,High School,Bachelor's Degree,Aunty,Yes,2,Good,Watching TV,Low,4,Yes
86,83,22,24,37,A,19,Male,Single,0,Master's Degree,College,Brother,Yes,5,Good,Socializing,Moderate,1,Yes
94,98,14,21,30,B,23,Male,Single,0,Bachelor's Degree,High School,Brother,No,0,Average,Reading,Low,5,Yes
89,95,12,9,40,B,24,Female,Married,2,Master's Degree,College,Uncle,No,8,Good,Sports,High,7,No
65,67,16,18,12,D,22,Female,Married,1,Bachelor's Degree,Bachelor's Degree,Mother,Yes,4,Average,Reading,Low,4,No
95,88,18,23,10,C,21,Female,Single,0,Bachelor's Degree,Doctorate,Uncle,No,3,Poor,Sports,Low,7,Yes
98,89,12,24,39,A,22,Male,Engaged,0,High School,College,Sister,Yes,1,Average,Socializing,Moderate,6,Yes
81,79,16,22,24,B,24,Female,Single,0,High School,High School,Father,Yes,0,Poor,Watching TV,Low,2,Yes
86,77,21,14,15,C,25,Female,Single,0,High School,High School,Aunty,Yes,2,Poor,Watching TV,Moderate,1,No
76,77,13,20,50,A,22,Female,Single,0,Doctorate,Master's Degree,Aunty,No,1,Good,Reading,Low,0,No
82,96,25,19,10,C,23,Female,Single,0,Bachelor's Degree,High School,Uncle,No,0,Poor,Reading,Moderate,3,Yes
87,95,15,21,46,A,18,Male,Single,0,Doctorate,College,Aunty,No,8,Good,Reading,Low,3,Yes
69,73,22,17,9,D,18,Male,Married,1,Master's Degree,High School,Uncle,No,4,Poor,Reading,High,5,No
60,67,19,8,21,D,21,Male,Married,1,Bachelor's Degree,Master's Degree,Mother,No,4,Poor,Watching TV,Low,0,No
99,93,15,10,49,A,18,Male,Engaged,0,College,Doctorate,Uncle,Yes,4,Good,Sports,Low,6,Yes
86,94,19,20,50,A,19,Male,Single,0,College,Doctorate,Mother,Yes,9,Average,Watching TV,Moderate,2,No
86,94,23,25,39,A,22,Female,Single,0,College,High School,Mother,Yes,9,Poor,Socializing,Moderate,1,No
67,71,19,16,8,D,22,Male,Single,0,Doctorate,Doctorate,Aunty,No,9,Poor,Reading,Low,7,Yes
77,90,9,16,36,B,22,Female,Single,0,College,Master's Degree,Aunty,Yes,0,Good,Socializing,High,3,Yes
95,97,18,22,28,B,22,Male,Engaged,0,Doctorate,Master's Degree,Sister,No,5,Good,Sports,Low,5,Yes
95,93,24,12,24,B,20,Male,Single,0,Master's Degree,Doctorate,Brother,No,2,Average,Watching TV,High,3,Yes
88,93,17,25,41,A,25,Female,Single,0,Doctorate,Master's Degree,Mother,No,9,Good,Watching TV,High,5,Yes
75,73,18,11,20,D,24,Female,Single,0,Bachelor's Degree,Master's Degree,Aunty,No,4,Poor,Watching TV,Moderate,2,No
87,77,20,18,34,A,25,Female,Married,0,Doctorate,Bachelor's Degree,Aunty,Yes,2,Good,Reading,Moderate,6,No
94,85,24,15,14,C,22,Female,Single,0,College,Doctorate,Aunty,Yes,8,Average,Watching TV,Low,6,No
80,95,14,11,49,A,19,Male,Single,0,Bachelor's Degree,High School,Aunty,Yes,0,Average,Socializing,High,6,Yes
89,87,18,19,17,C,25,Female,Married,2,Bachelor's Degree,College,Aunty,No,6,Average,Watching TV,Moderate,1,Yes
72,74,16,13,12,D,23,Female,Single,0,Doctorate,Master's Degree,Aunty,No,4,Poor,Socializing,Low,4,No
96,99,17,24,30,A,20,Male,Single,0,Bachelor's Degree,Bachelor's Degree,Mother,No,0,Average,Sports,Low,4,No
88,95,8,22,46,A,18,Female,Engaged,0,High School,College,Sister,Yes,0,Average,Reading,Moderate,0,No
91,86,21,18,21,B,23,Female,Engaged,0,Master's Degree,Doctorate,Brother,No,3,Poor,Reading,Moderate,0,Yes
86,91,21,25,29,A,19,Female,Engaged,0,Bachelor's Degree,High School,Aunty,Yes,2,Poor,Socializing,Low,5,Yes
85,95,9,9,32,C,22,Male,Married,2,College,College,Sister,No,0,Good,Watching TV,High,1,Yes
97,88,23,12,21,C,21,Male,Engaged,0,College,Master's Degree,Brother,No,1,Average,Sports,Low,1,No
90,95,24,24,24,A,21,Female,Single,0,College,College,Uncle,Yes,7,Average,Socializing,Moderate,0,Yes
96,97,14,8,35,C,23,Male,Single,0,Doctorate,College,Uncle,Yes,9,Average,Socializing,Moderate,1,Yes
97,89,8,15,40,B,19,Female,Married,4,High School,Doctorate,Uncle,Yes,9,Poor,Reading,High,4,Yes
96,94,18,19,50,A,23,Female,Married,5,High School,Bachelor's Degree,Sister,No,8,Poor,Reading,Moderate,0,Yes
64,64,9,8,29,D,22,Male,Married,2,College,Master's Degree,Father,Yes,3,Poor,Sports,Low,1,Yes
75,70,16,15,13,D,21,Male,Married,5,Doctorate,Doctorate,Brother,No,1,Poor,Reading,High,7,No
93,83,13,23,23,C,24,Male,Married,5,High School,Master's Degree,Uncle,No,9,Average,Socializing,Low,5,No
68,68,11,14,17,D,21,Male,Married,0,High School,Doctorate,Mother,Yes,6,Poor,Watching TV,High,2,No
80,94,8,8,38,C,19,Female,Engaged,0,High School,High School,Brother,Yes,2,Average,Reading,Low,1,Yes
81,80,25,25,50,A,22,Male,Single,0,High School,College,Sister,Yes,7,Average,Reading,Low,3,Yes
91,89,24,20,17,B,20,Male,Engaged,0,College,College,Father,Yes,1,Good,Sports,Moderate,7,Yes
76,96,22,19,24,B,25,Female,Engaged,0,Doctorate,High School,Father,No,6,Poor,Socializing,High,0,Yes
66,62,11,8,13,E,19,Male,Engaged,0,College,High School,Sister,Yes,1,Good,Watching TV,Low,6,Yes
85,98,21,25,40,A,24,Male,Engaged,0,Doctorate,Bachelor's Degree,Sister,Yes,2,Poor,Watching TV,Low,2,No
90,83,24,22,43,A,20,Female,Engaged,0,Doctorate,College,Father,Yes,9,Poor,Reading,Low,2,No
88,98,10,24,22,C,21,Male,Single,0,Doctorate,Doctorate,Mother,No,1,Average,Sports,Low,4,No
86,90,18,23,39,A,25,Male,Engaged,0,Master's Degree,Doctorate,Sister,Yes,7,Good,Socializing,Moderate,7,Yes
